,abstract,authors,comment,id,journal_ref,main_author,pdf_url,publish_date,term,terms,title,update_date,url
935,"The properties of carbon stars in the Magellanic Clouds (MCs) and their total dust production rates are predicted by fitting their spectral energy distributions (SED) over pre-computed grids of spectra reprocessed by dust. The grids are calculated as a function of the stellar parameters by consistently following the growth for several dust species in their circumstellar envelopes, coupled with a stationary wind. Dust radiative transfer is computed taking as input the results of the dust growth calculations. The optical constants for amorphous carbon are selected in order to reproduce different observations in the infrared and optical bands of \textit{Gaia} Data Release 2. We find a tail of extreme mass-losing carbon stars in the Large Magellanic Cloud (LMC) with low gas-to-dust ratios that is not present in the Small Magellanic Cloud (SMC). Typical gas-to-dust ratios are around $700$ for the extreme stars, but they can be down to $\sim160$--$200$ and $\sim100$ for a few sources in the SMC and in the LMC, respectively. The total dust production rate for the carbon star population is $\sim 1.77\pm 0.45\times10^{-5}$~M$_\odot$~yr$^{-1}$, for the LMC, and $\sim 2.52\pm 0.96 \times 10^{-6}$~M$_\odot$~yr$^{-1}$, for the SMC. The extreme carbon stars observed with the Atacama Large Millimeter Array and their wind speed are studied in detail. For the most dust-obscured star in this sample the estimated mass-loss rate is $\sim 6.3 \times 10^{-5}$~M$_\odot$~yr$^{-1}$. The grids of spectra are available at: https://ambrananni085.wixsite.com/ambrananni/online-data-1 and included in the SED-fitting python package for fitting evolved stars https://github.com/s-goldman/Dusty-Evolved-Star-Kit .","Ambra Nanni, Martin A. T. Groenewegen, Bernhard Aringer, Stefano Rubele, Alessandro Bressan, Jacco Th. van Loon, Steven R. Goldman, Martha L. Boyer","22 pages, 16 figures, accepted for publication in MNRAS",1904.06702v2,No journal ref found,Martha L. Boyer,http://arxiv.org/pdf/1904.06702v2,2019-04-14 14:50:58+00:00,astro-ph.SR,astro-ph.SR|astro-ph.GA,"The mass-loss, expansion velocities and dust production rates of carbon   stars in the Magellanic Clouds",2019-05-25 12:23:44+00:00,http://arxiv.org/abs/1904.06702v2
936,"Stellar rotation was proposed as a potential age diagnostic that is precise, simple, and applicable to a broad range of low-mass stars ($\leq$1 $M_\odot$). Unfortunately, rotation period $(P_{\rm rot})$ measurements of low-mass members of open clusters have undermined the idea that stars spin down with a common age dependence (i.e., $P_{\rm rot} \propto \sqrt{\rm age}$): K dwarfs appear to spin down more slowly than F and G dwarfs. Ag\""ueros et al. (2018) interpreted data for the $\approx$1.4-Gyr-old cluster NGC 752 differently, proposing that after having converged onto a slow-rotating sequence in their first 600-700 Myr (by the age of Praesepe), K dwarf $P_{\rm rot}$ stall on that sequence for an extended period of time. We use data from Gaia DR2 to identify likely single-star members of the $\approx$1-Gyr-old cluster NGC 6811 with Kepler light curves. We measure $P_{\rm rot}$ for 171 members, more than doubling the sample relative to the existing catalog and extending the mass limit from $\approx$0.8 to $\approx$0.6 $M_\odot$. We then apply a gyrochronology formula calibrated with Praesepe and the Sun to 27 single G dwarfs in NGC 6811 to derive a precise gyrochronological age for the cluster of 1.04$\pm$0.07 Gyr. However, when our new low-mass rotators are included, NGC 6811's color-$P_{\rm rot}$ sequence deviates away from the naive 1 Gyr projection down to $T_{\rm eff} \approx 4295$ K (K5V, 0.7 $M_\odot$), where it clearly overlaps with Praesepe's. Combining these data with $P_{\rm rot}$ for other clusters, we conclude that the assumption that mass and age are separable dependencies is invalid. Furthermore, the cluster data show definitively that stars experience a temporary epoch of reduced braking efficiency where $P_{\rm rot}$ stall, and that the duration of this epoch lasts longer for lower-mass stars.","Jason Lee Curtis, Marcel A. Agüeros, Stephanie T. Douglas, Søren Meibom","18 pages, 8 figures, 1 table",1905.06869v3,No journal ref found,Søren Meibom,http://arxiv.org/pdf/1905.06869v3,2019-05-16 15:55:51+00:00,astro-ph.SR,astro-ph.SR,A Temporary Epoch of Stalled Spin-Down for Low-Mass Stars: Insights from   NGC 6811 with Gaia and Kepler,2019-05-25 11:57:36+00:00,http://arxiv.org/abs/1905.06869v3
937,"The high-quality OmegaCAM photometry of the 3x3 deg around the Orion Nebula Cluster (ONC) in r, and i filters by Beccari et al.(2017) revealed three well-separated pre-main sequences in the color-magnitude diagram (CMD). The objects belonging to the individual sequences are concentrated towards the center of the ONC. The authors concluded that there are two competitive scenarios: a population of unresolved binaries and triples with an exotic mass ratio distribution, or three stellar populations with different ages. We use Gaia DR2 in combination with the photometric OmegaCAM catalog to test and confirm the presence of the putative three stellar populations. We also study multiple stellar systems in the ONC for the first time using Gaia DR2. We confirm that the second and third sequence members are more centrally concentrated towards the center of the ONC. In addition we find an indication that the parallax and proper motion distributions are different among the members of the stellar sequences. The age difference among stellar populations is estimated to be 1-2 Myr. We use Gaia measurements to identify and remove as many unresolved multiple system candidates as possible. Nevertheless we are still able to recover two well-separated sequences with evidence for the third one, supporting the existence of the three stellar populations. We were able to identify a substantial number of wide binary objects (separation between 1000-3000 au). This challenges previously inferred values that suggested no wide binary stars exist in the ONC. Our inferred wide-binary fraction is approx 5%. We confirm the three populations correspond to three separated episodes of star formation. Based on this result, we conclude that star formation is not happening in a single burst in this region. (abridged)","Tereza Jerabkova, Giacomo Beccari, Henri M. J. Boffin, Monika G. Petr-Gotzens, Carlo F. Manara, Pier Giorgio Prada Moroni, Emanuele Tognelli, Scilla Degl'Innocenti","Astronomy and Astrophysics (A&A) accepted. 12 pages, 9 figures +
  appendix. New version with language corrections and new ID values in Tab.A.1",1905.06974v2,No journal ref found,Scilla Degl'Innocenti,http://arxiv.org/pdf/1905.06974v2,2019-05-16 18:03:59+00:00,astro-ph.SR,astro-ph.SR|astro-ph.GA,When the tale comes true: multiple populations and wide binaries in the   Orion Nebula Cluster,2019-05-25 11:01:03+00:00,http://arxiv.org/abs/1905.06974v2
938,"The Echelle spectrograph operating at Vainu Bappu Telescope (VBT) is a general purpose instrument designed for high resolution spectroscopy. It is being considered for precision Doppler measurements without altering the existing design and basic usage. However, the design level limitations and environmental perturbations are a major source of instability and systematic errors. As a result, a small Doppler signal in the stellar spectra is completely swamped by the large and uncontrolled instrumental drift. In this paper, we discuss some of the remedial measures we took to improve the radial velocity performance of the spectrograph. We show that a new auto-guider assembly has greatly reduced the mechanical jitter of the star image at the fibre input, making the illumination of the spectrograph slit at the other end stable. We have also installed an iodine absorption cell to track and eliminate the instrumental drifts to facilitate precision radial velocity observations. Furthermore, we have developed a generic algorithm that uses iodine exposures to extract the stellar radial velocities without the need for the complex forward modeling. Our algorithm is not accurate to the level of traditional iodine technique. However it is convenient to use on a low-cost general-purpose spectrograph targeting a moderate Radial Velocity (RV) precision at a few 10-100~$\textrm{ms}^{-1}$ level. Finally, we have demonstrated the usefulness of our approach by measuring the RV signal of a well known short-period, planet-hosting star.","Sireesha Chamarthi, Ravinder K. Banyal, S. Sriram",No comment found,1905.10539v1,No journal ref found,S. Sriram,http://arxiv.org/pdf/1905.10539v1,2019-05-25 07:11:11+00:00,astro-ph.IM,astro-ph.IM,Toward precision radial velocity measurements using Echelle spectrograph   at Vainu Bappu Telescope,2019-05-25 07:11:11+00:00,http://arxiv.org/abs/1905.10539v1
939,"Using the latest sample of 48 spiral galaxies having a directly measured supermassive black hole mass, $M_{BH}$, we determine how the maximum disk rotational velocity, $v_{max}$ (and the implied dark matter halo mass, $M_{DM}$), correlates with the (i) $M_{BH}$, (ii) central velocity dispersion, $\sigma_0$, and (iii) spiral-arm pitch angle, $\phi$. We find that $M_{BH}\propto v_{max}^{10.62\pm1.37}\propto M_{DM}^{4.35\pm0.66}$, significantly steeper than previously reported, and with a root mean square scatter ($0.58$ dex) similar to that about the $M_{BH}$-$\sigma_0$ relation for spiral galaxies - in stark disagreement with claims that $M_{BH}$ does not correlate with disks. Moreover, this $M_{BH}$-$v_{max}$ relation is consistent with the unification of the Tully-Fisher relation (involving the total stellar mass, $M_{*,tot}$) and the steep $M_{BH}\propto M_{*,tot}^{3.05\pm0.53}$ relation observed in spiral galaxies. We also find that $\sigma_0\propto v_{max}^{1.55\pm0.25}\propto M_{DM}^{0.63\pm0.11}$, consistent with past studies connecting stellar bulges (with $\sigma_0\gtrsim100\,{\rm km\,s}^{-1}$), dark matter halos, and a nonconstant $v_{max}/\sigma_0$ ratio. Finally, we report that $\tan|\phi|\propto(-1.18\pm0.19)\log{v_{max}}\propto(-0.48\pm0.09)\log M_{DM}$, providing a novel formulation between the geometry (i.e., the logarithmic spiral-arm pitch angle) and kinematics of spiral galaxy disks. While the $v_{max}$-$\phi$ relation may facilitate distance estimations to face-on spiral galaxies through the Tully-Fisher relation and using $\phi$ as a proxy for $v_{max}$, the $M_{DM}$-$\phi$ relation provides a path for determining dark matter halo masses from imaging data alone. Furthermore, based on a spiral galaxy sample size that is double the size used previously, the self-consistent relations presented here provide dramatically revised constraints for theory and simulations.","Benjamin L. Davis, Alister W. Graham, Françoise Combes","25 pages, 3 figures, and 1 table",1901.06509v2,No journal ref found,Françoise Combes,http://arxiv.org/pdf/1901.06509v2,2019-01-19 12:19:11+00:00,astro-ph.GA,astro-ph.GA,"A Consistent Set of Empirical Scaling Relations for Spiral Galaxies: The   $(v_{\rm max},\,M_{\rm DM})$-$(σ_0,\,M_{\rm BH},\,φ)$ Relations",2019-05-25 06:59:31+00:00,http://arxiv.org/abs/1901.06509v2
940,"Active Galactic Nuclei (AGNs) emit substantial fluxes of high-energy electromagnetic radiation, and have therefore attracted some recent attention for their negative impact on galactic habitability. In this paper, we propose that AGNs may also engender the following beneficial effects: (i) prebiotic synthesis of biomolecular building blocks mediated by ultraviolet (UV) radiation, and (ii) powering photosynthesis on certain free-floating planets and moons. We also reassess the harmful biological impact of UV radiation originating from AGNs, and find that their significance could have been overestimated. Our calculations suggest that neither the positive nor negative ramifications stemming from a hypothetical AGN in the Milky Way are likely to affect putative biospheres in most of our Galaxy. On the other hand, we find that a sizable fraction of all planetary systems in galaxies with either disproportionately massive black holes ($\sim 10^{9-10}\,M_\odot$) or high stellar densities (e.g., compact dwarf galaxies) might be susceptible to both the beneficial and detrimental consequences of AGNs, with the former potentially encompassing a greater spatial extent than the latter.","Manasvi Lingam, Idan Ginsburg, Shmuel Bialy",Published in The Astrophysical Journal; 11 pages; 1 figure,1903.09768v3,No journal ref found,Shmuel Bialy,http://arxiv.org/pdf/1903.09768v3,2019-03-23 05:33:03+00:00,astro-ph.EP,astro-ph.EP|astro-ph.GA|astro-ph.HE,Active Galactic Nuclei: Boon or Bane for Biota?,2019-05-25 05:52:38+00:00,http://arxiv.org/abs/1903.09768v3
941,"We search Dark Energy Survey (DES) Year 3 imaging for galaxy-galaxy strong gravitational lenses using convolutional neural networks, extending previous work with new training sets and covering a wider range of redshifts and colors. We train two neural networks using images of simulated lenses, then use them to score postage stamp images of 7.9 million sources from the Dark Energy Survey chosen to have plausible lens colors based on simulations. We examine 1175 of the highest-scored candidates and identify 152 probable or definite lenses. Examining an additional 20,000 images with lower scores, we identify a further 247 probable or definite candidates. After including 86 candidates discovered in earlier searches using neural networks and 26 candidates discovered through visual inspection of blue-near-red objects in the DES catalog, we present a catalog of 511 lens candidates.","C. Jacobs, T. Collett, K. Glazebrook, E. Buckley-Geer, H. T. Diehl, H. Lin, C. McCarthy, A. K. Qin, C. Odden, M. Caso Escudero, P. Dial, V. J. Yung, S. Gaitsch, A. Pellico, K. A. Lindgren, T. M. C. Abbott, J. Annis, S. Avila, D. Brooks, D. L. Burke, A. Carnero Rosell, M. Carrasco Kind, J. Carretero, L. N. da Costa, J. De Vicente, P. Fosalba, J. Frieman, J. Garcia-Bellido, E. Gaztanaga, D. A. Goldstein, D. Gruen, R. A. Gruendl, J. Gschwend, D. L. Hollowood, K. Honscheid, B. Hoyle, D. J. James, E. Krause, N. Kuropatkin, O. Lahav, M. Lima, M. A. G. Maia, J. L. Marshall, R. Miquel, A. A. Plazas, A. Roodman, E. Sanchez, V. Scarpine, S. Serrano, I. Sevilla-Noarbe, M. Smith, F. Sobreira, E. Suchyta, M. E. C. Swanson, G. Tarle, V. Vikram, A. R. Walker, Y. Zhang",Accepted for publication in ApJ Supplement Series,1905.10522v1,No journal ref found,Y. Zhang,http://arxiv.org/pdf/1905.10522v1,2019-05-25 05:26:46+00:00,astro-ph.GA,astro-ph.GA,An extended catalog of galaxy-galaxy strong gravitational lenses   discovered in DES using convolutional neural networks,2019-05-25 05:26:46+00:00,http://arxiv.org/abs/1905.10522v1
942,"We study tidal disruption events of rotating stars by a supermassive black hole in a galactic nucleus by using a smoothed-particle hydrodynamics (SPH) code. We compare mass infall rates of tidal-disruption debris of a non-rotating and of a rotating star when they come close to the supermassive black hole. Remarkably the mass distribution of debris bound to the black hole as a function of specific energy shows clear difference between rotating and non-rotating stars, even if the stellar rotation is far from the break-up limit. The debris of a star whose initial spin is parallel to the orbital angular momentum has a mass distribution which extends to lower energy than that of non-rotating star. The debris of a star with anti-parallel spin has a larger energy compared with a non-rotating counterpart. As a result, debris from a star with anti-parallel spin is bound more loosely to the black hole and the mass-infall rate rises later in time, while that of a star with a parallel spin is tightly bound and falls back to the black hole earlier. The different rising timescales of mass-infall rate may affect the early phase of flares due to the tidal disruptions.   In the Appendix we study the disruptions by using a uniform-density ellipsoid model which approximately takes into account the effect of strong gravity of the black hole. We find the mass infall rate reaches its maximum earlier for strong gravity cases because the debris is trapped in a deeper potential well of the black hole.","Kazuki Kagaya, Shin'ichirou Yoshida, Ataru Tanikawa",9 figures. Revised,1901.05644v2,No journal ref found,Ataru Tanikawa,http://arxiv.org/pdf/1901.05644v2,2019-01-17 06:39:42+00:00,astro-ph.HE,astro-ph.HE|astro-ph.SR,Tidal disruptions of rotating stars by a supermassive black hole,2019-05-25 02:47:03+00:00,http://arxiv.org/abs/1901.05644v2
943,"We investigate the possibilities of reconstructing the cosmic equation of state (EoS) for high redshift. In order to obtain general results, we use two model-independent approaches. The first reconstructs the EoS using comoving distance and the second makes use of the Hubble parameter data. To implement the first method, we use a recent set of Gamma-Ray Bursts (GRBs) measures. To implement the second method, we generate simulated data using the Sandage-Loeb ($SL$) effect; for the fiducial model, we use the $\Lambda CDM$ model. In both cases, the statistical analysis is conducted through the Gaussian processes (non-parametric). In general, we demonstrate that this methodology for reconstructing the EoS using a non-parametric method plus a model-independent approach works appropriately due to the feasibility of calculation and the ease of introducing a priori information ($H_ {0}$ and $\Omega_{m0}$). In the near future, following this methodology with a higher number of high quality data will help obtain strong restrictions for the EoS.","A. M. Velasquez-Toribio, M. M. Machado, Julio C. Fabris","9 pages, 5 figures",1905.10492v1,No journal ref found,Julio C. Fabris,http://arxiv.org/pdf/1905.10492v1,2019-05-25 01:17:51+00:00,astro-ph.CO,astro-ph.CO,Reconstruction of the Cosmic Equation of State for High Redshift,2019-05-25 01:17:51+00:00,http://arxiv.org/abs/1905.10492v1
944,"Most bulge-dominated galaxies host black holes with masses that tightly correlate with the masses of their bulges. This may indicate that the black holes may regulate galaxy growth or vice versa, or that they may grow in lock-step. The quest to understand how, when, and where those black-holes formed motivates much of extragalactic astronomy. Here we focus on a population of galaxies with active black holes in their nuclei (active galactic nuclei or AGN), that are fully or partially hidden by dust and gas: the emission from the broad line region is either completely or partially obscured with a visual extinction of 1 or above. This limit, though not yet precise, appears to be the point at which the populations of AGN may evolve differently. We highlight the importance of finding and studying those dusty AGN at redshifts between 1 and 3, the epoch when the universe may have gone through its most dramatic changes. We emphasize the need for future large multiplexed spectroscopic instruments that can perform dedicated surveys in the optical and NIR to pin down the demographics of such objects and study their reddening properties, star-formation histories, and excitation conditions. These key studies will shed light on the role of black holes in galaxy evolution during the epoch of peak growth activity.","Andreea Petric, Mark Lacy, Stéphanie Juneau, Yue Shen, Xiaohui Fan, Nicolas Flagey, Yjan Gordon, Daryl Haggard, Patrick B. Hall, Nimish Hathi, Dragana Ilic, Claudia D. P. Lagos, Xin Liu, Christopher O'Dea, Luka Popović, Andy Sheinis, Yiping Wang, Yongquan Xue","Science White Paper for the US Astro 2020 Decadal Survey, 5 pages, 2
  figures",1905.10489v1,No journal ref found,Yongquan Xue,http://arxiv.org/pdf/1905.10489v1,2019-05-25 00:20:22+00:00,astro-ph.GA,astro-ph.GA,"High Redshift Obscured Quasars and the Need for Optical to NIR,   Massively Multiplexed, Spectroscopic Facilities",2019-05-25 00:20:22+00:00,http://arxiv.org/abs/1905.10489v1
945,"The scaling of reaction yields in light ion fusion to low reaction energies is important for our understanding of stellar fuel chains and the development of future energy technologies. Experiments become progressively more challenging at lower reaction energies due to the exponential drop of fusion cross sections below the Coulomb barrier. We report on experiments where deuterium-deuterium (D-D) fusion reactions are studied in a pulsed plasma in the glow discharge regime using a benchtop apparatus. We model plasma conditions using particle-in-cell codes. Advantages of this approach are relatively high peak ion currents and current densities (0.1 to several A/cm^2) that can be applied to metal wire cathodes for several days. We detect neutrons from D-D reactions with scintillator-based detectors. For palladium targets, we find neutron yields as a function of cathode voltage that are over 100 times higher than yields expected for bare nuclei fusion at ion energies below 2 keV (center of mass frame). A possible explanation is a correction to the ion energy due to an electron screening potential of 1000+/-250 eV, which increases the probability for tunneling through the repulsive Coulomb barrier. Our compact, robust setup enables parametric studies of this effect at relatively low reaction energies.","T. Schenkel, A. Persaud, H. Wang, P. A. Seidl, R. MacFadyen, C. Nelson, W. L. Waldron, J. -L. Vay, G. Deblonde, B. Wen, Y. -M. Chiang, B. P. MacLeod, Q. Ji",No comment found,1905.03400v2,No journal ref found,Q. Ji,http://arxiv.org/pdf/1905.03400v2,2019-05-09 01:02:26+00:00,physics.plasm-ph,physics.plasm-ph|astro-ph.SR,Investigation of light ion fusion reactions with plasma discharges,2019-05-24 23:45:32+00:00,http://arxiv.org/abs/1905.03400v2
946,"In this study we analyze 70 radio continuum sources associated with dust clumps and considered to be candidates for the earliest stages of high-mass star formation. The detection of these sources was reported by Rosero et al. (2016), who found most of them to show weak (${\scriptstyle <}$1 mJy) and compact (${\scriptstyle <}\,$0.6$^{\prime \prime}$) radio emission. Herein, we used the observed parameters of these sources to investigate the origin of the radio continuum emission. We found that at least $\sim 30\%$ of these radio detections are most likely ionized jets associated with high-mass protostars, but for the most compact sources we cannot discard the scenario that they represent pressure-confined HII regions. This result is highly relevant for recent theoretical models based on core accretion that predict the first stages of ionization from high-mass stars to be in the form of jets. Additionally, we found that properties such as the radio luminosity as a function of the bolometric luminosity of ionized jets from low and high-mass stars are extremely well-correlated. Our data improve upon previous studies by providing further evidence of a common origin for jets independently of luminosity.","V. Rosero, P. Hofner, S. Kurtz, R. Cesaroni, C. Carrasco-GonzáLez, E. D. Araya, L. F. Rodríguez, K. M. Menten, F. Wyrowski, L. Loinard, S. P. Ellingsen, S. Molinari",Accepted for publication in the ApJ,1905.12089v1,No journal ref found,S. Molinari,http://arxiv.org/pdf/1905.12089v1,2019-05-24 22:45:35+00:00,astro-ph.GA,astro-ph.GA|astro-ph.SR,Weak and Compact Radio Emission in Early High-Mass Star Forming Regions:   II. The Nature of the Radio Sources,2019-05-24 22:45:35+00:00,http://arxiv.org/abs/1905.12089v1
947,"We analyze resolved stellar near-infrared photometry of 21 HST fields in M31 to constrain the impact of metallicity on the formation of carbon stars. Observations of nearby galaxies show that the carbon stars are increasingly rare at higher metallicity. Models indicate that carbon star formation efficiency drops due to the decrease in dredge-up efficiency in metal-rich thermally-pulsing Asymptotic Giant Branch (TP-AGB) stars, coupled to a higher initial abundance of oxygen. However, while models predict a metallicity ceiling above which carbon stars cannot form, previous observations have not yet pinpointed this limit. Our new observations reliably separate carbon stars from M-type TP-AGB stars across 2.6-13.7 kpc of M31's metal-rich disk using HST WFC3/IR medium-band filters. We find that the ratio of C to M stars (C/M) decreases more rapidly than extrapolations of observations in more metal-poor galaxies, resulting in a C/M that is too low by more than a factor of 10 in the innermost fields and indicating a dramatic decline in C star formation efficiency at metallicities higher than [M/H] $\approx$ -0.1 dex. The metallicity ceiling remains undetected, but must occur at metallicities higher than what is measured in M31's inner disk ([M/H] $\gtrsim$ +0.06 dex).","M. L. Boyer, B. F. Williams, B. Aringer, Y. Chen, J. J. Dalcanton, L. Girardi, P. Guhathakurta, P. Marigo, K. A. G. Olsen, P. Rosenfield, D. R. Weisz","16 pages, 13 Figures; text clarifications in response to the referee.
  Results are unchanged; accepted for publication in ApJ",1904.02172v2,No journal ref found,D. R. Weisz,http://arxiv.org/pdf/1904.02172v2,2019-04-03 18:00:08+00:00,astro-ph.SR,astro-ph.SR|astro-ph.GA,A Dramatic Decrease in Carbon Star Formation in M31,2019-05-24 21:40:37+00:00,http://arxiv.org/abs/1904.02172v2
948,"Distinguishing the photon output of an accreting supermassive black hole binary system from that of a single supermassive black hole accreting at the same rate is intrinsically difficult because the majority of the light emerges from near the ISCOs of the black holes. However, there are two possible signals that can distinctively mark binaries, both arising from the gap formed in circumbinary accretion flows inside approximately twice the binary separation. One of these is a ""notch"" cut into the thermal spectra of these systems in the IR/optical/UV, the other a periodically-varying excess hard X-ray luminosity whose period is of order the binary orbital period. Using data from detailed galaxy evolution simulations, we estimate the distribution function in mass, mass ratio, and accretion rate for accreting supermassive black hole binaries as a function of redshift and then transform this distribution function into predicted source counts for these two potential signals. At flux levels >~10^{-13}~erg~cm^{-2}~s^{-1}, there may be ~O(10^2) such systems in the sky, mostly in the redshift range ~0.5 < z < ~1. Roughly 10% should have periods short enough (<~5~yr) to detect the X-ray modulation; this is also the period range accessible to PTA observations.","Julian H. Krolik, Marta Volonteri, Yohan Dubois, Julien Devriendt",accepted to Ap.J,1905.10450v1,No journal ref found,Julien Devriendt,http://arxiv.org/pdf/1905.10450v1,2019-05-24 21:27:09+00:00,astro-ph.GA,astro-ph.GA,Population Estimates for Electromagnetically-Distinguishable   Supermassive Binary Black Holes,2019-05-24 21:27:09+00:00,http://arxiv.org/abs/1905.10450v1
949,"We investigate the adiabatic and radiative (synchrotron and inverse-Compton) cooling of relativistic electrons whose injected/initial distribution with energy is a power-law above a typical energy $\gamma_i$. Analytical and numerical results are presented for the cooling-tail and the cooled-injected distribution that develop below and above the typical energy of injected electrons, for the evolution of the peak-energy $E_p$ of the synchrotron emission spectrum, and for the pulse shape resulting from an episode of electron injection. The synchrotron emission calculated numerically is compared with the spectrum and shape of Gamma-Ray Burst (GRB) pulses. Both adiabatic and radiative cooling processes lead to a softening of the pulse spectrum, and both types of cooling processes lead to pulses peaking earlier and lasting shorter at higher energy, quantitatively consistent with observations. For adiabatic-dominated electron cooling, a power-law injection rate $R_i$ suffices to explain the observed power-law GRB low-energy spectra. Synchrotron-dominated cooling leads to power-law cooling-tails that yield the synchrotron standard slope alpha = -3/2 provided that $R_i \sim B^2$, which is exactly the expectation if the magnetic field is a constant fraction of the post-shock energy density. Increasing (decreasing) $R_i$ and decreasing (increasing) B(t) lead to slopes alpha harder (softer, respectively) than the standard value and to non--power-law (curved) cooling-tails. Inverse-Compton cooling yields four values for the slope alpha but, as for synchrotron, other $R_i$ or B histories yield a wider range of slopes and curved low-energy spectra. Feedback between the power-law segments that develop below and above the typical injected electron leads to a synchrotron spectrum with many breaks above and below the usual 10 keV-1 MeV observing range.",A. Panaitescu,"19 pages, submitted to ApJ",1905.10440v1,No journal ref found,A. Panaitescu,http://arxiv.org/pdf/1905.10440v1,2019-05-24 21:03:10+00:00,astro-ph.HE,astro-ph.HE,Adiabatic and Radiative Cooling of Relativistic Electrons Applied to   Synchrotron Spectra and Light-Curves of Gamma-Ray Burst Pulses,2019-05-24 21:03:10+00:00,http://arxiv.org/abs/1905.10440v1
950,"The results of speckle interferometric observations at the 4.1 m Southern Astrophysical Research Telescope (SOAR) in 2018 are given, totaling 3097 measurements of 2427 resolved pairs with separations from 11 mas to 5.9"" (median 0.15"", magnitude difference up to 7 mag) and non-resolutions of 624 targets. This work continues our long-term speckle program. Its main goal is to monitor orbital motion of close binaries, including members of high-order hierarchies and Hipparcos pairs in the solar neighborhood. Also, pre-main-sequence stars in the Orion OB1 association were surveyed, resolving 26 out of 118 targets. In addition, we report discovery of 35 new companions among field visual multiples (some of which are likely optical) and first-time resolutions of another 31 pairs. By combining the measurements given here with the published ones, we computed 76 orbits for the first time and updated orbital elements of 34 visual binaries. Their periods range from 0.65 to 1100 years, and their quality varies from first tentative solutions of grade 5 to accurate elements of grades 1 and 2. Finally, a list of 53 spurious pairs discovered by various techniques and unresolved at SOAR","Andrei Tokovinin, Brian D. Mason, Rene A. Mendez, Elliott P. Horch, Cesar Briceno","Accepted by The Astronomical Journal. 9 pages, 9 Figures, 8 tables.
  The electronic tables 2 and 3 are available from the first author",1905.10436v1,No journal ref found,Cesar Briceno,http://arxiv.org/pdf/1905.10436v1,2019-05-24 20:28:05+00:00,astro-ph.SR,astro-ph.SR,Speckle interferometry at SOAR in 2018,2019-05-24 20:28:05+00:00,http://arxiv.org/abs/1905.10436v1
951,"We discuss a solar dynamo model of Tayler-Spruit type whose Omega-effect is conventionally produced by a solar-like differential rotation but whose alpha-effect is assumed to be periodically modulated by planetary tidal forcing. This resonance-like effect has its rationale in the tendency of the current-driven Tayler instability to undergo intrinsic helicity oscillations which, in turn, can be synchronized by periodic tidal perturbations. Specifically, we focus on the 11.07 years alignment periodicity of the tidally dominant planets Venus, Earth, and Jupiter, whose persistent synchronization with the solar dynamo is briefly touched upon. The typically emerging dynamo modes are dipolar fields, oscillating with a 22.14 years period or pulsating with a 11.07 years period, but also quadrupolar fields with corresponding periodicities. In the absence of any constant part of alpha, we prove the subcritical nature of this Tayler-Spruit type dynamo. The resulting amplitude of the alpha oscillation that is required for dynamo action turns out to lie in the order of 1 m/s, which seems not implausible for the sun. When starting with a more classical, non-periodic part of alpha, even less of the oscillatory alpha part is needed to synchronize the entire dynamo. Typically, the dipole solutions show butterfly diagrams, although their shapes are not convincing yet. Phase coherent transitions between dipoles and quadrupoles, which are reminiscent of the observed behaviour during the Maunder minimum, can be easily triggered by long-term variations of dynamo parameters, but may also occur spontaneously even for fixed parameters. Further interesting features of the model are the typical second intensity peak and the intermittent appearance of reversed helicities in both hemispheres.","Frank Stefani, André Giesecke, Tom Weier","30 pages, 17 figures, final version",1803.08692v6,No journal ref found,Tom Weier,http://arxiv.org/pdf/1803.08692v6,2018-03-23 08:55:31+00:00,astro-ph.SR,astro-ph.SR,A model of a tidally synchronized solar dynamo,2019-05-24 20:06:28+00:00,http://arxiv.org/abs/1803.08692v6
952,"""How much of the Solar System should we reserve as wilderness, off-limits to human development?"" We argue that, as a matter of policy, development should be limited to one eighth, with the remainder set aside. We argue that adopting a ""1/8 principle"" is far less restrictive, overall, than it might seem. One eighth of the iron in the asteroid belt is more than a million times greater than all of the Earth's estimated iron reserves and may suffice for centuries. A limit of some sort is needed because of the problems associated with exponential growth. Humans are poor at estimating the pace of such growth, so the limitations of a resource are hard to recognize before the final three doubling times which take utilization successively from 1/8 to 1/4 to 1/2, and then to the point of exhaustion. Population growth and climate change are instances of unchecked exponential growth. Each places strains upon ouru available resources. Each is a problem we would like to control but attempts to do so at this comparatively late stage have not been encouraging. Our limited ability to see ahead suggests that we should set ourselves a 'tripwire' that gives us at least 3 doubling times as leeway, i.e. when 1/8 of Solar System resources are close to being exploited. At a 3.5 percent growth rate for the space economy, comparable to that of the iron use from the beginning of the Industrial Revolution until now, the 1/8 point would be reached after 400 years. At that point the 20 year doubling time of a 3.5 percent growth rate means that only 60 years would remain to transition the economic system to new ""steady state"" conditions. The rationale for adopting the 1/8 principle now is that it may be far easier to implement in principle restrictions at an early stage, rather than later, when vested and competing interests have come into existence.","Martin Elvis, Tony Milligan","18 pages, 0 figures, 1 table. Submitted version of paper published in
  Acta Astronautica",1905.13681v1,No journal ref found,Tony Milligan,http://arxiv.org/pdf/1905.13681v1,2019-05-24 19:35:45+00:00,physics.pop-ph,physics.pop-ph|astro-ph.EP,How much of the Solar System should we leave as Wilderness?,2019-05-24 19:35:45+00:00,http://arxiv.org/abs/1905.13681v1
